business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,family_pct,romantic_pct,friendship_pct,professional_pct,city,review_count,name,longitude,state,stars,address,latitude,metroarea,categories,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
TSgZB6PkWFjmasewVkySjA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Indianapolis,10,Bar-B-Q Heaven,-86.1413134,IN,3.0,877 E 30th St,39.8104692,Indianapolis,"Barbeque, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
z680Aylt8wN2KAeFM1hy-A,394,60,0,0,0,0,12,1,0,0,0,1,1,0,0,0,1,26,3,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,1,1,0,0,0,3,5,28,26,1,0.08333333333333333,0.4666666666666667,0.43333333333333335,0.016666666666666666,Indianapolis,427,Chatham Tap Mass. Ave.,-86.1463714,IN,4.0,719 Massachusetts Ave,39.7766084,Indianapolis,"Bars, British, Pubs, Nightlife, Pizza, Restaurants, Chicken Wings",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
F_wIC6i5y4zdQyp99R7PdQ,88,16,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,10,2,0,0.25,0.625,0.125,0.0,Indianapolis,101,Blueberry Hill Pancake House,-86.0279803,IN,3.5,7803 E Washington St,39.7723413,Indianapolis,"American (Traditional), Breakfast & Brunch, Restaurants, Specialty Food, Salad, Food",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0cB1kDuZCvSwpJrNdtQP8Q,252,46,0,0,0,0,4,0,0,0,0,0,3,1,2,3,0,10,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,4,0,0,0,6,11,22,10,3,0.2391304347826087,0.4782608695652174,0.21739130434782608,0.06521739130434782,Indianapolis,284,Giordano's,-86.1596387,IN,3.5,43 North Illinois St,39.7681769,Indianapolis,"Restaurants, Pizza, Italian, Salad",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SlZJATE_TGUU8X34UJNi4g,132,27,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,5,13,9,0,0.18518518518518517,0.48148148148148145,0.3333333333333333,0.0,Indianapolis,136,La Mulita,-86.1451797485,IN,4.0,5215 N College Ave,39.84740448,Indianapolis,"Mexican, Burgers, Latin American, Restaurants, Caribbean",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I2Yt74AzSQFfyQqgN7PSEg,107,15,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,7,3,2,0.2,0.4666666666666667,0.2,0.13333333333333333,Indianapolis,141,Sheraton Indianapolis Hotel at Keystone Crossing,-86.1084079,IN,2.5,8787 Keystone Crossing,39.9153605,Indianapolis,"Venues & Event Spaces, Hotels, Restaurants, Hotels & Travel, Event Planning & Services",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Dtuf4vD0znzwJW9vk3iTNw,220,53,0,0,0,0,3,0,9,0,0,0,0,0,4,1,1,11,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,1,0,0,7,20,22,11,0,0.37735849056603776,0.41509433962264153,0.20754716981132076,0.0,Indianapolis,246,Tomo Japanese Steakhouse and Sushi Bar,-86.1212129,IN,4.0,"7411 N Keystone Ave, Ste A",39.8887246,Indianapolis,"Steakhouses, Restaurants, Sushi Bars, Japanese",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7R_LxvRPu3qMc8xMhP0POw,43,16,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,1,0.1875,0.75,0.0,0.0625,Indianapolis,42,Mo's a Place For Steaks,-86.1573568352,IN,4.5,15 E Maryland St,39.7654422471,Indianapolis,"Steakhouses, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
rVhsjZWk_u20TDcvwhbdyQ,256,36,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,1,6,2,0,0,0,1,4,0,0,0,0,3,0,0,0,6,9,21,6,0,0.25,0.5833333333333334,0.16666666666666666,0.0,Indianapolis,276,Indy Tacos,-86.1251766393,IN,4.0,2196 E 54th St,39.8518892506,Indianapolis,"Restaurants, Food, Mexican, American (New)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
72Y65Cg8MO1t9cWCHpwEQQ,42,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,0.4,0.6,0.0,0.0,Indianapolis,41,Fresco Italian Sandwich Shoppe,-86.1520148,IN,4.5,320 N New Jersey St,39.7721837,Indianapolis,"Italian, Sandwiches, Soup, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1T9F7iLDFAYWJvif1RKneg,372,70,0,0,0,0,5,2,1,0,0,0,2,1,2,1,0,17,4,0,0,1,0,0,12,3,0,1,0,1,2,0,0,0,5,3,0,0,0,7,20,31,17,2,0.2857142857142857,0.44285714285714284,0.24285714285714285,0.02857142857142857,Indianapolis,421,Saigon Restaurant,-86.2395526,IN,4.0,4760 W 38th St,39.8245077,Indianapolis,"Restaurants, Food, Vietnamese",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
zwfN21b6gN2XGjNG6MYNzQ,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,0,0.125,0.625,0.25,0.0,Indianapolis,70,Wolfgang Puck Express,-86.2978263572,IN,2.0,2500 S High School Rd,39.7166926914,Indianapolis,"Breakfast & Brunch, American (New), Salad, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9_m_iA3VAqGBJEW5XLc-5w,473,64,0,0,0,0,4,1,2,0,0,0,2,0,5,0,0,10,3,0,0,1,0,0,13,2,0,0,1,0,0,0,0,0,0,3,0,0,0,17,15,37,10,2,0.234375,0.578125,0.15625,0.03125,Indianapolis,506,The Cuban Sandwich Shop,-86.2182121,IN,4.5,8329 Michigan Rd,39.906797,Indianapolis,"Food, Restaurants, Cuban, Coffee & Tea, Cafes, Sandwiches",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
HCbJPXWXvwN-C7XfmVy3gA,274,59,0,0,0,0,6,1,1,0,0,0,2,0,5,0,1,17,1,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,2,0,0,0,9,13,27,17,2,0.22033898305084745,0.4576271186440678,0.288135593220339,0.03389830508474576,Indianapolis,258,Granite City Food & Brewery,-86.1592453161,IN,3.5,"49 W Maryland St, Ste B03A",39.7664200969,Indianapolis,"Desserts, Breweries, Breakfast & Brunch, Restaurants, Barbeque, American (New), Food, American (Traditional)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
-DXNvQLhKwunHzg8OjkwXA,49,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,Indianapolis,54,Northeast Auto Service,-86.0824,IN,4.5,5155 E 65th St,39.875143,Indianapolis,"Automotive, Auto Repair",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5FDt7sy-70y4_37Dh2qcbw,137,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,8,10,0,0.21739130434782608,0.34782608695652173,0.43478260869565216,0.0,Indianapolis,162,El Arado Mexican Grill,-86.140383,IN,3.0,1063 Virginia Ave,39.7523127,Indianapolis,"Latin American, Restaurants, Mexican, Tex-Mex",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
osOONoA8wMF5ZpLWUS7VOw,211,24,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,7,14,3,0,0.2916666666666667,0.5833333333333334,0.125,0.0,Indianapolis,232,Henry's Coffee Bistro,-86.1485838355,IN,3.5,627 N East St,39.7761739986,Indianapolis,"Breakfast & Brunch, Coffee & Tea, Food, Cafes, Bakeries, Restaurants",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
goexJ699bcLWGtL0E1G_GA,183,25,0,0,0,1,3,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,6,1,1,0,1,1,0,0,0,0,0,1,0,0,0,4,7,14,1,3,0.28,0.56,0.04,0.12,Indianapolis,204,The Alexander,-86.1536343,IN,4.0,333 South Delaware St,39.7618102,Indianapolis,"Event Planning & Services, Hotels & Travel, Hotels",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bg3xluNKVnqotkukgreP_Q,52,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,2,1,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,Indianapolis,51,Megabus,-86.1539122755,IN,2.5,,39.7671764892,Indianapolis,"Public Transportation, Hotels & Travel, Transportation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
i7syG2Gyr_qVPR1GwehzuA,170,44,0,0,0,0,3,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,13,8,35,1,0,0.18181818181818182,0.7954545454545454,0.022727272727272728,0.0,Indianapolis,165,Fleming's Prime Steakhouse & Wine Bar - Indianapolis,-86.1061134961,IN,4.0,"8487 Union Chapel Rd, Ste 120",39.9098017418,Indianapolis,"Restaurants, Wine Bars, Nightlife, Steakhouses, Seafood, Bars",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
9dm_v79s9-pefMahqp1SkA,132,30,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,17,12,1,0.0,0.5666666666666667,0.4,0.03333333333333333,Indianapolis,178,Loco Mexican Restaurant & Cantina,-86.1530939541,IN,4.0,2205 N Delaware St,39.7974826702,Indianapolis,"Restaurants, Mexican",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
bRRlWJeuPtmI3UuGhh43Wg,216,53,0,0,0,0,2,0,1,0,0,1,2,1,3,2,0,12,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,2,5,0,0,0,5,18,21,12,2,0.33962264150943394,0.39622641509433965,0.22641509433962265,0.03773584905660377,Indianapolis,291,Yolk Iron Works,-86.116656,IN,4.0,2727 E 86th St,39.912061,Indianapolis,"American (New), Cafes, Breakfast & Brunch, American (Traditional), Coffee & Tea, Food, Restaurants",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
kSQNBSWTLlo-SwR6IcpvHA,73,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,1,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,Indianapolis,81,El Sol De Tala,-86.1200611,IN,3.5,2444 E Washington St,39.7682918,Indianapolis,"Restaurants, Mexican",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
tFUJRLtNgIGg8ifaDtM_Kg,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0.5,0.25,0.25,0.0,Indianapolis,67,Perfect Arch,-86.1226573,IN,4.5,7004 N Keystone Ave,39.8825615,Indianapolis,"Beauty & Spas, Hair Removal, Eyelash Service",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sr-5EY6bmp4jINhea06MjA,893,266,2,0,0,1,13,0,7,0,0,4,1,1,28,1,0,71,3,0,0,4,1,0,33,35,0,1,10,3,1,0,0,0,14,4,0,0,0,28,114,79,71,2,0.42857142857142855,0.29699248120300753,0.2669172932330827,0.007518796992481203,Indianapolis,996,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,-86.1444306,IN,4.0,6515 Carrollton Ave,39.8739995,Indianapolis,"Restaurants, Bakeries, Desserts, Patisserie/Cake Shop, American (Traditional), Cafes, Coffee & Tea, Cupcakes, French, Sandwiches, Food, American (New), Breakfast & Brunch",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7clCBgNbd-x2Wj96lZ6Mjw,136,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3,1,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.09090909090909091,Indianapolis,139,Bier Brewery and Tap Room,-86.0828565,IN,4.5,5133 E 65th St,39.8755319,Indianapolis,"Food, Beer, Wine & Spirits, Breweries",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5RzJ2bjU8bLSaN5SuiUpYA,187,28,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,18,7,2,0.03571428571428571,0.6428571428571429,0.25,0.07142857142857142,Indianapolis,206,Plat 99,-86.154336,IN,4.5,333 S Delaware St,39.761769,Indianapolis,"Event Planning & Services, Art Galleries, Hotels, Arts & Entertainment, Hotels & Travel, Lounges, Bars, Shopping, Food, Nightlife, Coffee & Tea",False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
v5kwdvmg-J8g-ll0nkc3Sw,214,45,0,0,0,0,6,1,0,0,1,0,1,1,1,2,0,9,1,0,0,1,0,0,8,2,0,0,0,0,1,0,1,0,2,1,0,0,0,6,10,24,9,2,0.2222222222222222,0.5333333333333333,0.2,0.044444444444444446,Indianapolis,208,The Libertine Liquor Bar,-86.1567753553,IN,4.0,38 E Washington St,39.7672488945,Indianapolis,"Restaurants, Lounges, Bars, American (New), Nightlife",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
cHCRC7r9irhK0dIum1zeUw,307,52,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,1,9,3,0,0,0,2,0,0,0,0,1,0,0,0,0,13,6,34,12,0,0.11538461538461539,0.6538461538461539,0.23076923076923078,0.0,Indianapolis,305,New Day Craft,-86.1350676433,IN,4.5,"1125 E Brookside Ave, Ste D1",39.782987062,Indianapolis,"Cideries, Wine Bars, Shopping, Beer, Wine & Spirits, Venues & Event Spaces, Event Planning & Services, Nightlife, Bars, Breweries, Local Flavor, Food, Art Galleries, Wine Tasting Room, Wineries, Arts & Entertainment",False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3y61A28PQDZ4weeeTRfIlA,419,108,0,0,0,1,12,0,2,0,0,1,4,5,2,1,1,23,3,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,4,5,1,0,0,17,16,64,23,5,0.14814814814814814,0.5925925925925926,0.21296296296296297,0.046296296296296294,Indianapolis,441,Burger Study,-86.1588649,IN,4.0,28 W Georgia St,39.7643833,Indianapolis,"Restaurants, Beer Bar, Salad, Burgers, Bars, Nightlife",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
pafrjSu3h0v0N8GR3ghNtQ,488,62,0,0,0,0,3,3,1,0,0,0,0,0,3,3,2,14,5,0,0,0,0,0,6,6,0,0,0,5,1,0,0,0,2,2,0,0,0,6,25,23,14,0,0.4032258064516129,0.3709677419354839,0.22580645161290322,0.0,Indianapolis,599,Yats,-86.1455439,IN,4.5,5363 N College Ave,39.8506443,Indianapolis,"Cajun/Creole, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
d-37SrSuOew0uqwuOM_w7w,58,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0.08333333333333333,0.9166666666666666,0.0,0.0,Indianapolis,58,Thai Fusion,-86.325932,IN,4.0,9250 W 10th St,39.77881,Indianapolis,"Thai, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ioxgFKdqjRowAj4dFM7VoA,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,0.8,0.2,0.0,Indianapolis,54,TaTa Cuban Cafe,-86.1612366,IN,3.5,137 W Market St,39.7684682,Indianapolis,"Cuban, Restaurants",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
E-4t5Hoon6aVFTWDPz26fQ,267,70,2,0,0,0,4,1,1,0,0,2,1,0,5,0,2,17,1,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,3,3,0,0,0,10,19,33,17,1,0.2714285714285714,0.4714285714285714,0.24285714285714285,0.014285714285714285,Indianapolis,308,Biscuits Cafe,-86.1407129,IN,4.0,1035 Broad Ripple Ave,39.8687947,Indianapolis,"Restaurants, Mexican, Breakfast & Brunch",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
pj2A1tMl-p2ozYHS6FvHJQ,28,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,Indianapolis,27,Square Donuts,-86.1559381,IN,4.0,1 N Pennsylvania St,39.767369,Indianapolis,"Coffee & Tea, Donuts, Food",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
K_WZrMHAjqZ5DThAw4ZKMQ,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,Indianapolis,20,Taco Bell,-86.234975,IN,2.0,4502 W. 38th Street,39.823759,Indianapolis,"Restaurants, Fast Food, Mexican, Breakfast & Brunch, Tacos, Tex-Mex",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
kJputVxFc4-tvwTI6MVm3g,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,0.75,0.25,0.0,Indianapolis,47,Fort Ben Pub,-86.0096655786,IN,4.0,5645 N Post Rd,39.8563955229,Indianapolis,"Restaurants, Nightlife, Bars, American (Traditional), Pubs",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DeVlppoc8dPBhOCPrm4wmg,741,159,0,0,0,1,13,1,2,0,1,2,6,3,8,3,3,24,4,0,0,0,0,0,38,2,0,0,0,3,1,0,0,0,3,7,0,0,0,34,31,96,24,8,0.1949685534591195,0.6037735849056604,0.1509433962264151,0.050314465408805034,Indianapolis,895,Harry & Izzy's,-86.1596685387,IN,4.0,153 S Illinois St,39.7645705993,Indianapolis,"American (Traditional), Nightlife, Restaurants, American (New), Bars, Steakhouses",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
